Local Authority,LSOA Name,ONS Name,LSOA Code,Child Index 2011,Income domain_Child Index 2011,Education domain_Child Index 2011,Health domain_Child Index 2011,Community Safety domain_Child Index 2011,Enviroment domain_Child Index 2011,Access to Services domain_Child Index 2011,Housing domain_Child Index 2011
Denbighshire,St. Asaph West,010B,W01000246,24.4,24.5,37.2,8.9,16.8,25.2,8.6,69.7
Denbighshire,Trefnant,010C,W01000247,11.2,4.7,9.2,2.2,1.3,5.8,50.0,17.9
Denbighshire,Tremeirchion,008D,W01000248,18.8,6.1,7.7,21.2,2.9,2.4,86.9,12.9
Flintshire,Argoed (Flintshire) 1,014A,W01000249,7.2,7.9,3.8,11.0,8.2,10.1,3.6,4.5
Flintshire,Argoed (Flintshire) 2,014B,W01000250,5.6,2.6,2.7,4.5,9.1,11.8,15.6,4.3
Flintshire,Aston 1,013A,W01000251,14.4,20.9,11.6,7.2,29.7,10.7,3.3,16.2
Flintshire,Aston 2,010A,W01000252,9.2,5.1,14.7,5.8,6.5,14.2,16.4,10.6
Flintshire,Bagillt East,003A,W01000253,17.6,17.6,17.3,12.3,17.2,5.8,22.7,35.1
Flintshire,Bagillt West,003B,W01000254,29.3,28.3,29.5,29.7,21.2,58.8,18.3,34.8
Flintshire,Broughton North East,015A,W01000255,12.4,8.4,5.3,8.9,4.8,63.4,16.6,14.0
Flintshire,Broughton South 1,015B,W01000256,17.7,14.0,8.0,22.2,15.8,23.2,29.1,26.5
Flintshire,Broughton South 2,015C,W01000257,9.9,4.6,4.3,15.4,3.4,31.2,15.0,15.0
Flintshire,Brynford,006A,W01000258,10.4,6.1,10.0,3.2,10.1,5.4,36.2,10.7
Flintshire,Buckley Bistre East 1,017A,W01000259,18.7,22.4,12.0,12.5,15.9,42.2,20.0,9.6
Flintshire,Buckley Bistre East 2,017B,W01000260,13.1,5.6,7.1,28.6,6.9,28.5,19.8,8.1
Flintshire,Buckley Bistre West 1,014C,W01000261,10.2,5.5,3.6,28.6,6.1,6.2,12.7,7.9
Flintshire,Buckley Bistre West 2,017C,W01000262,20.4,19.5,23.5,16.7,17.7,19.7,4.6,61.8
Flintshire,Buckley Bistre West 3,017D,W01000263,28.9,37.1,29.4,13.5,21.4,15.6,12.6,76.9
Flintshire,Buckley Mountain 1,012A,W01000264,12.3,10.9,9.3,23.5,15.0,22.8,0.4,7.6
Flintshire,Buckley Mountain 2,012B,W01000265,6.3,2.4,2.5,10.8,3.2,23.1,10.4,5.5
Flintshire,Buckley Pentrobin 1,017E,W01000266,15.9,7.9,7.8,42.3,30.5,28.4,2.6,10.5
Flintshire,Buckley Pentrobin 2,017F,W01000267,12.1,8.1,10.2,2.5,2.3,31.9,22.1,37.8
Flintshire,Buckley Pentrobin 3,013B,W01000268,4.0,0.4,0.9,1.0,0.6,36.6,10.1,0.3
Flintshire,Caergwrle,020A,W01000269,12.3,13.0,16.1,0.9,16.4,17.2,13.4,18.2
Flintshire,Caerwys 1,006B,W01000270,10.6,2.2,4.1,9.6,3.1,10.3,50.2,8.6
Flintshire,Caerwys 2,006C,W01000271,10.9,3.2,11.6,2.7,3.2,10.1,45.8,14.8
Flintshire,Cilcain,006D,W01000272,12.7,2.9,1.9,11.7,0.2,16.2,63.6,9.1
Flintshire,Connah's Quay Central 1,007A,W01000273,37.9,32.8,25.9,78.3,41.5,51.9,9.3,28.1
Flintshire,Connah's Quay Central 2,007B,W01000274,35.3,40.5,29.3,44.8,30.2,78.7,7.7,13.2
Flintshire,Connah's Quay Golftyn 1,007C,W01000275,16.2,8.6,7.1,29.0,18.7,62.5,3.8,25.5
Flintshire,Connah's Quay Golftyn 2,008A,W01000276,16.2,13.4,10.3,13.2,15.4,52.5,2.6,48.6
Flintshire,Connah's Quay Golftyn 3,008B,W01000277,15.2,20.6,11.1,1.4,19.1,35.8,13.9,12.0
Flintshire,Connah's Quay Golftyn 4,007D,W01000278,47.0,63.8,39.2,51.0,53.7,65.0,5.4,19.2
Flintshire,Connah's Quay South 1,008C,W01000279,7.7,2.9,9.7,2.1,11.9,15.8,14.4,19.0
Flintshire,Connah's Quay South 2,010B,W01000280,13.6,13.6,8.8,23.4,14.8,0.9,13.1,12.2
Flintshire,Connah's Quay South 3,008D,W01000281,13.7,9.0,17.0,8.7,17.6,30.2,14.4,24.5
Flintshire,Connah's Quay South 4,010C,W01000282,5.1,0.7,3.0,3.6,2.9,9.7,24.0,0.7
Flintshire,Connah's Quay Wepre,008E,W01000283,17.9,12.4,23.0,17.3,31.6,50.9,5.0,16.3
Flintshire,Ewloe 1,013C,W01000284,6.5,1.2,0.8,6.1,3.0,32.9,18.6,6.3
Flintshire,Ewloe 2,013D,W01000285,3.2,0.5,0.3,0.8,12.5,15.9,8.9,0.1
Flintshire,Ewloe 3,013E,W01000286,7.8,3.7,1.7,7.4,6.0,30.8,18.8,6.1
Flintshire,Ffynnongroyw,001A,W01000287,24.0,14.8,23.1,13.3,25.2,57.2,51.5,20.6
Flintshire,Flint Castle,004A,W01000288,36.9,42.5,44.5,32.7,33.5,60.6,2.6,42.9
Flintshire,Flint Coleshill 1,005A,W01000289,8.1,7.7,7.7,3.8,7.8,10.9,14.7,8.7
Flintshire,Flint Coleshill 2,004B,W01000290,26.2,32.3,39.6,2.3,56.9,61.6,1.5,3.3
Flintshire,Flint Coleshill 3,005B,W01000291,17.4,16.5,18.0,14.3,14.5,8.8,23.6,28.5
Flintshire,Flint Oakenholt 1,004C,W01000292,32.3,33.1,45.4,38.0,36.4,12.7,3.8,47.3
Flintshire,Flint Oakenholt 2,004D,W01000293,21.1,17.2,28.2,24.1,19.8,31.7,12.4,23.8
Flintshire,Flint Trelawny 1,005C,W01000294,9.2,5.4,9.3,9.1,10.2,0.3,26.9,4.8
Flintshire,Flint Trelawny 2,005D,W01000295,19.1,21.4,13.8,32.5,15.3,10.2,3.6,27.2
Flintshire,Greenfield 1,003C,W01000296,43.8,47.9,53.5,42.3,30.1,45.0,23.7,50.0
Flintshire,Greenfield 2,003D,W01000297,14.3,13.6,15.1,14.1,15.7,4.9,17.4,18.8
Flintshire,Gronant,001B,W01000298,30.2,32.1,24.9,37.0,16.7,15.9,39.7,24.3
Flintshire,Gwernaffield,019A,W01000299,8.5,2.6,3.8,0.2,3.4,14.3,44.4,6.2
Flintshire,Gwernymynydd,019B,W01000300,7.5,3.7,5.5,0.8,1.9,9.0,35.0,2.6
Flintshire,Halkyn,006E,W01000301,12.8,4.9,2.7,23.7,5.9,11.1,38.6,13.5
Flintshire,Hawarden,013F,W01000302,4.1,0.9,1.1,10.0,8.3,5.2,8.8,0.1
Flintshire,Higher Kinnerton,018A,W01000303,5.3,1.8,0.6,3.3,3.6,4.4,26.1,5.1
Flintshire,Holywell Central,003E,W01000304,44.3,60.4,46.6,53.5,57.0,0.4,0.5,37.3
Flintshire,Holywell East,003F,W01000305,15.0,16.0,14.2,13.7,12.1,7.1,9.7,36.0
Flintshire,Holywell West,002A,W01000306,26.5,29.4,29.2,20.6,38.0,0.2,18.3,49.6
Flintshire,Hope 1,020B,W01000307,2.9,0.5,0.8,5.6,6.9,2.6,8.5,0.4
Flintshire,Hope 2,020C,W01000308,12.8,9.8,6.1,13.1,8.7,23.4,6.2,54.9
Flintshire,Leeswood,019C,W01000309,17.2,13.7,10.5,19.2,11.8,12.6,37.4,20.7
Flintshire,Llanfynydd,020D,W01000310,10.8,5.2,6.0,4.4,8.4,25.9,36.9,9.2
Flintshire,Mancot 1,011A,W01000311,16.4,15.3,11.9,16.8,19.7,33.5,13.7,18.9
Flintshire,Mancot 2,011B,W01000312,28.0,32.8,26.2,18.4,19.4,71.5,9.4,33.5
Flintshire,Mold Broncoed 1,016A,W01000313,15.2,16.3,13.2,11.2,7.9,61.8,0.5,15.4
Flintshire,Mold Broncoed 2,016B,W01000314,15.0,12.0,12.7,10.7,17.5,77.6,0.8,13.7
Flintshire,Mold East,016C,W01000315,14.9,8.5,10.8,17.2,14.3,60.1,8.0,25.3
Flintshire,Mold South 1,016D,W01000316,8.7,4.4,2.8,5.6,1.8,42.7,18.9,11.6
Flintshire,Mold South 2,016E,W01000317,2.7,0.1,0.1,0.2,0.2,25.8,7.6,1.6
Flintshire,Mold West 1,016F,W01000318,41.3,49.0,39.9,45.0,29.8,84.5,12.3,16.5
Flintshire,Mold West 2,016G,W01000319,21.3,12.3,23.9,19.7,18.5,67.8,15.9,38.1
Flintshire,Mostyn (Flintshire),002B,W01000320,32.0,30.2,33.3,18.8,22.5,59.1,43.1,36.4
Flintshire,New Brighton 1,014D,W01000321,5.8,2.1,3.3,9.6,2.4,11.6,13.9,4.0
Flintshire,New Brighton 2,014E,W01000322,8.2,7.2,3.5,9.0,4.3,12.5,15.3,9.6
Flintshire,Northop 1,012C,W01000323,10.1,8.3,4.6,2.1,5.9,5.4,39.8,7.6
Flintshire,Northop 2,012D,W01000324,6.8,1.8,1.5,4.1,1.5,19.9,30.5,3.1
Flintshire,Northop Hall,010D,W01000325,7.0,3.1,1.6,1.8,10.7,6.1,31.1,8.9
Flintshire,Penyffordd 1,018B,W01000326,9.8,3.5,3.6,19.7,5.2,15.4,22.0,10.1
Flintshire,Penyffordd 2,018C,W01000327,7.5,2.1,4.1,6.9,4.4,16.6,26.2,7.1
Flintshire,Queensferry,011C,W01000328,31.8,33.4,36.6,5.5,24.0,82.6,13.2,77.6
Flintshire,Saltney Mold Junction,015D,W01000329,25.6,29.1,37.5,10.1,31.2,37.2,2.0,46.4
Flintshire,Saltney Stonebridge 1,015E,W01000330,30.2,29.5,29.7,28.4,33.6,53.4,4.9,65.2
Flintshire,Saltney Stonebridge 2,015F,W01000331,18.9,15.1,15.8,28.4,14.2,56.9,5.8,15.2
Flintshire,Sealand 1,009A,W01000332,28.1,21.5,31.8,22.3,13.8,51.7,30.4,57.9
Flintshire,Sealand 2,009B,W01000333,37.3,51.5,28.7,41.1,30.0,41.4,5.2,35.6
Flintshire,Shotton East,009C,W01000334,23.0,20.6,21.8,31.8,32.0,22.0,4.6,45.2
Flintshire,Shotton Higher 1,009D,W01000335,33.9,37.2,44.2,34.4,39.5,12.1,4.4,59.8
Flintshire,Shotton Higher 2,009E,W01000336,64.4,73.7,76.6,86.4,54.1,22.9,0.6,93.6
Flintshire,Shotton West,009F,W01000337,15.4,10.4,14.3,16.5,31.8,28.6,1.0,42.5
Flintshire,Trelawnyd and Gwaenysgor,001C,W01000338,13.9,10.2,9.7,9.8,7.1,3.8,49.0,5.3
Flintshire,Treuddyn,019D,W01000339,12.0,7.4,6.5,3.9,6.8,9.1,45.9,16.8
Flintshire,Whitford,002C,W01000340,9.7,1.3,5.8,5.9,5.6,2.7,51.4,7.7
Wrexham,Acton 1,009A,W01000341,18.1,16.5,13.1,22.5,21.3,2.3,10.6,57.2
Wrexham,Acton 2,009B,W01000342,27.6,25.4,20.2,42.0,22.3,2.3,13.4,80.2
Wrexham,Borras Park 1,007A,W01000343,4.2,0.0,0.2,12.5,2.1,1.8,12.5,4.6
Wrexham,Borras Park 2,007B,W01000344,6.7,3.1,0.7,2.4,0.6,2.1,36.9,6.4
Wrexham,Bronington 1,018A,W01000345,11.8,2.2,1.0,7.0,7.5,27.5,60.1,4.0
Wrexham,Bronington 2,018B,W01000346,13.4,1.6,2.3,12.8,1.8,10.6,70.2,14.9
Wrexham,Brymbo 1,006A,W01000347,13.8,8.4,21.2,7.8,15.5,0.2,31.4,17.5
Wrexham,Brymbo 2,006B,W01000348,31.1,38.0,37.9,17.1,34.5,0.1,23.0,55.8
Wrexham,Brynyffynnon 1,011A,W01000349,20.9,12.1,7.9,57.2,12.4,12.7,3.4,58.7
Wrexham,Brynyffynnon 2,011B,W01000350,27.1,20.5,32.7,25.3,51.7,47.2,4.5,55.5
Wrexham,Bryn Cefn,005A,W01000351,18.8,18.8,25.5,15.2,21.8,0.3,21.1,21.5
Wrexham,Cartrefle 1,010A,W01000352,20.6,29.6,15.5,7.4,35.0,2.7,0.2,64.2
Wrexham,Cartrefle 2,010B,W01000353,43.6,54.0,52.0,30.5,70.4,1.2,2.0,95.0
Wrexham,Cefn 1,017A,W01000354,14.9,9.6,12.2,2.1,26.1,37.9,22.3,40.7
Wrexham,Cefn 2,017B,W01000355,28.3,25.0,19.4,43.0,23.2,46.5,11.5,51.5
Wrexham,Cefn 3,017C,W01000356,25.6,23.5,24.2,17.0,19.2,35.0,14.5,85.4
Wrexham,Dyffryn Ceiriog/Ceiriog Valley 1,019A,W01000357,13.7,2.7,2.5,19.9,8.3,15.0,51.9,19.7
Wrexham,Dyffryn Ceiriog/Ceiriog Valley 2,019B,W01000358,20.1,17.1,7.9,18.5,8.6,7.3,55.8,28.4
Wrexham,Chirk North 1,019C,W01000359,13.6,15.2,5.1,0.9,8.8,24.4,23.7,38.0
Wrexham,Chirk North 2,019D,W01000360,21.0,27.0,16.7,17.8,9.9,40.9,3.1,33.6
Wrexham,Chirk South,019E,W01000361,13.3,11.3,15.0,3.2,13.2,49.0,10.9,16.8
Wrexham,Coedpoeth 1,006C,W01000362,37.9,31.8,39.2,57.0,35.0,0.3,20.6,91.6
Wrexham,Coedpoeth 2,006D,W01000363,6.5,9.0,2.1,1.8,6.1,0.7,15.7,5.0
Wrexham,Coedpoeth 3,006E,W01000364,6.8,6.7,5.1,2.4,19.6,1.7,13.2,4.1
Wrexham,Erddig,011C,W01000365,9.3,4.9,3.3,19.3,14.2,0.9,12.3,20.5
Wrexham,Esclusham 1,014A,W01000366,25.3,16.8,13.9,53.8,20.0,11.5,21.4,53.0
Wrexham,Esclusham 2,014B,W01000367,10.1,3.9,3.2,13.1,18.7,10.6,25.3,17.7
Wrexham,Garden Village,008A,W01000368,6.3,2.1,1.0,5.6,5.0,11.4,27.0,2.5
Wrexham,Gresford East and West 1,002A,W01000369,8.4,5.0,4.3,1.7,3.2,4.7,20.5,43.9
Wrexham,Gresford East and West 2,002B,W01000370,4.1,0.9,1.1,2.6,3.3,2.1,21.8,2.3
Wrexham,Grosvenor 1,008B,W01000371,10.9,5.9,4.2,21.1,26.4,2.3,5.0,34.3
Wrexham,Grosvenor 2,008C,W01000372,17.0,17.0,15.0,8.1,35.3,5.6,5.5,64.4
Wrexham,Gwenfro,005B,W01000373,43.4,32.4,40.7,84.0,64.6,5.9,18.5,66.5
Wrexham,Gwersyllt East and South 1,003A,W01000374,20.3,26.2,16.9,27.5,25.5,0.9,6.6,17.0
Wrexham,Gwersyllt East and South 2,003B,W01000375,13.7,6.4,10.2,10.6,16.5,27.1,30.0,25.9
Wrexham,Gwersyllt East and South 3,003C,W01000376,8.7,4.0,8.6,8.5,10.1,2.3,20.0,19.6
Wrexham,Gwersyllt North 1,004A,W01000377,14.7,7.5,22.4,6.6,15.2,9.8,17.2,57.5
Wrexham,Gwersyllt North 2,004B,W01000378,40.7,36.4,38.4,72.0,44.9,2.2,0.1,100.0
Wrexham,Gwersyllt West 1,004C,W01000379,34.3,33.0,36.8,48.6,53.4,1.5,0.9,75.6
Wrexham,Gwersyllt West 2,004D,W01000380,5.5,2.6,3.1,6.4,2.2,0.6,15.3,14.2
Wrexham,Hermitage 1,012A,W01000381,11.2,9.6,9.1,4.3,26.7,2.2,12.5,37.3
Wrexham,Hermitage 2,012B,W01000382,32.9,29.8,38.8,29.4,59.3,17.0,16.2,68.2
Wrexham,Holt 1,001A,W01000383,12.7,4.4,2.2,11.9,1.7,23.9,52.4,13.6
Wrexham,Holt 2,001B,W01000384,7.1,4.5,3.6,4.5,3.3,3.2,28.8,4.3
Wrexham,Johnstown 1,014C,W01000385,12.1,6.4,5.1,14.9,12.0,30.4,19.6,23.8
Wrexham,Johnstown 2,015A,W01000386,22.3,26.5,15.6,9.3,34.6,34.2,17.0,39.8
Wrexham,Little Acton 1,008D,W01000387,9.0,4.0,2.3,0.5,9.5,12.0,39.9,14.7
Wrexham,Little Acton 2,008E,W01000388,11.7,9.2,2.6,9.3,12.7,2.8,32.6,25.3
Wrexham,Llangollen Rural,017D,W01000389,11.4,5.6,8.4,1.4,10.1,25.3,42.4,6.6
Wrexham,Llay 1,001C,W01000390,11.7,7.8,7.5,1.2,1.4,38.0,32.0,19.8
Wrexham,Llay 2,003D,W01000391,13.4,7.2,11.2,11.9,6.2,32.7,29.8,15.1
Wrexham,Llay 3,003E,W01000392,35.0,38.1,46.1,8.6,28.6,37.5,26.4,81.0
Wrexham,Maesydre,009C,W01000393,16.4,12.9,9.4,22.6,40.2,3.1,4.9,51.9
Wrexham,Marchwiel 1,016A,W01000394,14.5,8.9,1.8,12.3,2.5,14.7,61.8,5.7
Wrexham,Marchwiel 2,016B,W01000395,13.7,6.2,9.4,15.9,13.1,13.2,31.9,27.6
Wrexham,Marford and Hoseley 1,002C,W01000396,5.5,2.5,0.4,8.4,4.3,0.5,20.5,4.9
Wrexham,Marford and Hoseley 2,002D,W01000397,4.6,0.2,0.1,5.2,0.8,1.9,26.9,3.4
Wrexham,Minera 1,013A,W01000398,16.5,20.4,14.5,7.6,5.8,13.6,32.1,7.5
Wrexham,Minera 2,013B,W01000399,7.6,3.0,2.6,1.9,13.4,5.0,34.0,8.5
Wrexham,New Broughton 1,005C,W01000400,19.6,13.1,18.6,24.3,19.6,13.0,20.9,50.5
Wrexham,New Broughton 2,005D,W01000401,25.4,34.1,26.6,15.4,47.4,1.0,14.4,23.3
Wrexham,Offa,011D,W01000402,13.0,8.3,11.5,7.4,61.1,3.6,3.4,40.2
Wrexham,Overton 1,018C,W01000403,11.0,3.8,1.2,1.2,2.3,2.9,68.9,9.4
Wrexham,Overton 2,018D,W01000404,10.7,8.1,1.8,1.6,9.6,9.8,39.0,21.9
Wrexham,Pant,015B,W01000405,33.5,46.0,29.6,19.1,56.1,16.6,8.4,57.0
Wrexham,Penycae,013C,W01000406,40.1,39.0,36.0,38.3,46.8,18.2,34.5,89.7
Wrexham,Penycae and Ruabon South 1,016C,W01000407,9.4,4.2,1.9,1.6,12.2,23.3,40.7,3.2
Wrexham,Penycae and Ruabon South 2,013D,W01000408,21.4,23.0,15.1,6.5,19.3,14.2,44.7,35.0
Wrexham,Plas Madoc,017E,W01000409,57.0,64.4,66.2,59.3,72.3,36.9,0.5,99.1
Wrexham,Ponciau 1,014D,W01000410,12.4,9.8,7.0,19.0,23.5,26.4,5.8,12.7
Wrexham,Ponciau 2,015C,W01000411,25.7,32.0,16.4,19.1,59.5,13.5,0.7,62.9
Wrexham,Ponciau 3,015D,W01000412,14.9,8.8,9.8,24.7,25.8,18.4,12.9,27.3
Wrexham,Queensway 1,010C,W01000413,67.8,99.1,67.3,31.2,98.2,49.5,12.9,88.6
Wrexham,Queensway 2,010D,W01000414,49.2,61.6,47.5,27.4,80.2,41.8,13.6,90.9
Wrexham,Rhosnesni 1,007C,W01000415,7.1,8.4,7.2,6.4,14.7,3.7,2.9,6.2
Wrexham,Rhosnesni 2,007D,W01000416,8.2,0.4,0.9,30.4,6.9,3.4,16.9,1.2
Wrexham,Rossett 1,001D,W01000417,4.8,1.4,1.0,3.4,4.3,15.4,14.6,9.1
Wrexham,Rossett 2,001E,W01000418,13.0,5.5,7.5,8.4,7.2,18.8,37.8,34.9
Wrexham,Ruabon 1,016D,W01000419,29.0,30.5,21.3,11.4,16.9,56.3,40.0,54.2
Wrexham,Ruabon 2,016E,W01000420,16.3,11.0,11.6,23.6,45.3,38.6,3.1,14.5
Wrexham,Smithfield,012C,W01000421,34.0,25.2,46.3,27.6,66.2,38.5,7.9,84.5
Wrexham,Stansty,008F,W01000422,14.2,10.0,8.0,17.6,19.0,14.2,13.4,43.0
Wrexham,Whitegate 1,012D,W01000423,37.3,29.8,32.9,46.2,45.1,17.5,33.5,88.0
Wrexham,Whitegate 2,012E,W01000424,23.7,16.2,23.7,24.7,20.5,27.5,25.0,60.3
Wrexham,Wynnstay,010E,W01000425,66.2,76.9,84.0,72.6,90.3,9.0,3.9,94.3
Powys,Aber-craf,019A,W01000426,16.5,11.6,14.7,25.7,9.1,19.6,28.3,4.4
Powys,Beguildy,011A,W01000427,22.4,18.4,13.3,14.3,2.9,8.1,66.9,39.1
Powys,Berriew,005A,W01000428,15.6,6.5,6.3,8.3,3.7,8.6,66.5,32.4
Powys,Blaen Hafren,010A,W01000429,16.0,5.5,7.7,1.3,0.7,12.5,88.6,14.8
Powys,Bronllys,015A,W01000430,11.5,3.3,9.9,0.3,0.8,12.6,60.9,5.6
Powys,Builth 1,014A,W01000431,13.5,13.9,23.9,8.8,12.6,6.3,3.4,23.5
Powys,Builth 2,014B,W01000432,4.2,0.8,5.6,7.7,2.1,19.4,1.3,3.6
Powys,Caersws,006A,W01000433,16.8,10.6,13.4,8.1,6.0,23.3,55.4,13.5
Powys,Churchstoke,007A,W01000434,11.5,3.4,3.3,1.0,0.6,4.0,67.3,18.6
Powys,Crickhowell 1,018A,W01000435,5.4,4.2,2.6,10.0,8.4,10.7,1.2,7.2
Powys,Crickhowell 2,018B,W01000436,10.6,5.1,5.9,2.9,2.2,6.2,55.3,1.1
Powys,Cwm-twrch,019B,W01000437,14.4,11.1,15.5,5.2,11.6,42.8,24.8,10.1
Powys,Disserth and Trecoed,012A,W01000438,31.7,19.0,13.6,81.0,9.3,7.6,61.4,4.7
Powys,Dolforwyn,007B,W01000439,14.5,4.9,3.6,5.8,3.2,17.6,79.4,2.9
Powys,Felin-fâch,016A,W01000440,13.3,3.9,3.6,2.3,0.8,7.2,80.2,11.5
Powys,Forden,005B,W01000441,10.4,1.6,2.4,0.1,3.0,7.9,65.2,13.6
Powys,Glantwymyn,004A,W01000442,16.3,5.9,12.5,3.8,0.7,16.7,70.4,28.9
Powys,Glasbury,015B,W01000443,12.8,0.9,2.6,3.8,6.8,19.3,73.7,12.8
Powys,Guilsfield,002A,W01000444,11.9,4.4,3.8,7.6,1.0,8.0,60.6,6.8
Powys,Gwernyfed,015C,W01000445,16.8,9.7,8.5,19.3,2.8,23.5,54.3,6.0
Powys,Hay,015D,W01000446,11.4,14.2,19.0,3.3,12.5,6.8,5.1,13.4
Powys,Kerry,007C,W01000447,14.2,6.8,6.3,8.1,2.8,11.0,57.9,24.0
Powys,Knighton 1,011B,W01000448,20.2,17.5,26.4,24.4,4.1,11.7,29.8,12.2
Powys,Knighton 2,011C,W01000449,15.5,5.9,15.7,15.0,14.4,37.3,24.0,34.4
Powys,Llanafanfawr,014C,W01000450,17.4,3.0,10.4,14.7,0.5,13.2,77.9,27.1
Powys,Llanbadarn Fawr,012B,W01000451,17.8,14.0,12.0,2.7,2.0,9.3,52.6,54.1
Powys,Llanbrynmair & Banwy,004B,W01000452,20.5,7.5,10.5,11.4,2.3,21.5,89.7,27.4
Powys,Llandinam,010B,W01000453,15.0,6.2,6.5,8.5,2.1,15.8,71.8,6.8
Powys,Llandrindod East/Llandrindod West,#N/A,W01000454,19.3,27.0,18.1,14.6,23.3,0.4,2.1,40.5
Powys,Llandrindod North,013B,W01000455,25.2,38.3,27.0,22.4,19.4,0.2,7.6,18.3
Powys,Llandrindod South,013C,W01000456,17.9,16.6,20.6,21.9,10.8,0.2,27.3,13.2
Powys,Llandrinio,002B,W01000457,10.5,3.2,2.2,3.7,1.1,13.1,53.2,16.7
Powys,Llandysilio,002C,W01000458,11.5,3.9,5.0,3.5,4.5,13.4,48.1,28.6
Powys,Llanelwedd,014D,W01000459,17.3,4.7,7.8,14.7,3.3,8.0,87.5,7.0
Powys,Llanfair Caereinion,006B,W01000460,14.0,5.2,8.3,6.1,6.3,24.2,58.1,12.8
Powys,Llanfyllin,001A,W01000461,20.3,9.4,8.9,27.2,8.3,27.7,44.1,53.7
Powys,Llangattock,018C,W01000462,9.6,3.3,3.2,0.4,4.9,23.9,47.4,4.8
Powys,Llangors & Bwlch,018D,W01000463,13.2,2.5,2.4,3.6,2.4,4.1,84.9,9.3
Powys,Llangunllo,011D,W01000464,15.9,5.0,11.1,5.4,1.8,12.4,81.8,7.2
Powys,Llangynidr,018E,W01000465,5.9,0.2,1.9,0.7,3.5,6.8,37.8,2.6
Powys,Llanidloes 1,010C,W01000466,12.3,15.2,9.2,9.1,6.8,16.1,3.4,33.1
Powys,Llanidloes 2,010D,W01000467,12.8,1.5,16.0,18.8,17.3,16.5,11.7,45.8
Powys,Llanrhaeadr-ym-Mochnant,001B,W01000468,21.0,4.3,4.0,23.2,1.4,18.0,76.2,71.5
Powys,Llanrhaeadr-ym-Mochnant/Llansilin,#N/A,W01000469,14.8,9.2,5.4,1.0,0.3,11.0,67.1,25.8
Powys,Llansantffraid,001D,W01000470,15.7,11.2,4.7,13.2,2.2,19.8,49.1,22.8
Powys,Llanwrtyd Wells,014E,W01000471,21.6,7.7,11.4,38.6,10.0,10.8,62.0,24.9
Powys,Llanyre,012C,W01000472,10.4,2.4,3.5,12.6,0.3,3.0,48.5,11.3
Powys,Machynlleth,004C,W01000473,17.0,10.1,25.4,30.9,16.0,17.0,4.1,21.2
Powys,Maescar/Llywel,016B,W01000474,15.5,2.6,17.9,2.6,4.3,8.6,78.7,11.4
Powys,Meifod & Llanfihangel,001E,W01000475,16.1,3.0,5.0,0.3,0.4,32.5,83.5,31.5
Powys,Montgomery,005C,W01000476,11.0,6.9,1.7,2.7,1.0,8.2,51.3,17.2
Powys,Nantmel,012D,W01000477,17.8,9.2,10.9,1.2,2.6,12.4,81.0,27.8
Powys,Newtown Central 1,009A,W01000478,23.9,30.4,18.3,12.5,42.2,30.7,19.4,17.3
Powys,Newtown Central 2,009B,W01000479,24.0,30.1,27.2,28.2,43.5,12.2,2.6,3.7
Powys,Newtown East,008A,W01000480,23.8,22.4,23.9,16.0,43.9,68.2,11.3,13.5
Powys,Newtown Llanllwchaiarn North,008B,W01000481,13.4,6.0,3.5,4.7,8.8,60.4,46.0,1.5
Powys,Newtown Llanllwchaiarn West,008C,W01000482,12.0,3.3,7.3,19.8,18.6,13.3,31.1,7.4
Powys,Newtown South,009C,W01000483,21.6,23.7,33.7,16.6,22.3,31.0,3.2,16.4
Powys,Old Radnor,011E,W01000484,19.4,4.1,6.2,18.5,7.0,8.8,82.2,45.1
Powys,Presteigne 1,011F,W01000485,11.2,5.1,14.3,3.2,4.2,14.2,42.3,1.9
Powys,Presteigne 2,011G,W01000486,8.6,8.7,11.3,5.3,11.3,12.3,1.1,18.6
Powys,Rhayader,012E,W01000487,20.4,13.8,33.2,23.8,11.4,2.4,34.3,13.1
Powys,Rhiwcynon,006C,W01000488,19.2,4.1,7.0,11.2,5.8,12.8,95.0,31.0
Powys,St. David Within,017A,W01000489,18.3,3.1,35.3,18.7,13.6,18.5,37.0,25.2
Powys,St. John 1,017B,W01000490,5.3,2.9,11.1,0.6,7.3,13.2,7.0,2.2
Powys,St. John 2,017C,W01000491,37.0,48.5,45.2,15.2,69.9,4.1,38.6,5.6
Powys,St. Mary 1,017D,W01000492,9.3,7.0,6.6,3.1,34.0,19.1,4.8,21.6
Powys,St. Mary 2,017E,W01000493,10.1,5.4,10.1,15.7,6.2,3.6,22.4,7.2
Powys,Talgarth,015E,W01000494,15.4,5.6,9.3,21.3,10.3,10.0,53.5,6.2
Powys,Talybont-on-Usk,016C,W01000495,11.9,2.7,6.8,0.4,2.1,5.4,68.7,14.7
Powys,Tawe-Uchaf,019C,W01000496,20.2,10.0,18.4,28.7,10.3,8.4,56.9,8.6
Powys,Trewern,005D,W01000497,13.3,11.8,5.8,5.5,2.9,3.7,50.8,10.6
Powys,Welshpool Castle,003A,W01000498,29.7,25.8,28.0,32.9,37.0,22.4,43.7,20.1
Powys,Welshpool Gungrog 1,003B,W01000499,14.8,19.4,14.4,7.8,11.9,41.9,1.7,10.9
Powys,Welshpool Gungrog 2,003C,W01000500,12.4,14.7,10.9,5.8,4.5,19.5,13.8,20.3
