"Community safety and social inclusion > Welsh Index of Multiple Deprivation > Archive > Pre WIMD 2014 indicator data > Indicator data by Lower Layer Super Output Areas"
"Indicator data by Lower Layer Super Output Areas"

Filters:
Year: WIMD 2011

"","","","employment-related benefits (% of working-age population) (1)","income-related benefits - Child Index (% 0-18 year olds) (2)","income-related benefits (% of population) (3)","Key Stage 2 mean points score (4)","Key Stage 3 mean points score (4)","Key Stage 4 mean points score (5)","low birth weight (% of live singleton babies) (6)","Primary School absence rate (% of half day sessions missed) (7)","Secondary School absence rate (% of half day sessions missed) (8)"
"W01001556 ","Wales ","Monmouthshire 006B ",11,23.4,12.5,83,110,420,5.6,5.4,9.1
"W01001557 ","Wales ","Monmouthshire 001C ",17,19.5,18,84,111,429,3.1,5.9,7.8
"W01001558 ","Wales ","Monmouthshire 002C ",22,22.3,23.8,81,102,368,3.9,5.1,10
"W01001559 ","Wales ","Monmouthshire 008A ",12,15.6,11.5,81,100,379,6.8,7.1,9
"W01001560 ","Wales ","Monmouthshire 006C ",5,8.8,6.1,88,118,456,6.4,4.4,7.7
"W01001561 ","Wales ","Monmouthshire 003A ",8,1.4,5.5,87,109,412,4.2,5.4,7.5
"W01001562 ","Wales ","Monmouthshire 003B ",16,14.8,14.7,83,105,375,5.6,6.5,9
"W01001563 ","Wales ","Monmouthshire 003C ",12,16.7,13.9,85,106,393,3,6.1,8.4
"W01001564 ","Wales ","Monmouthshire 003D ",11,25.9,14.9,86,107,354,4.5,5.7,9.4
"W01001565 ","Wales ","Monmouthshire 006D ",6,7.1,6.5,87,115,471,4.2,4.5,5.8
"W01001566 ","Wales ","Monmouthshire 005A ",19,8.6,12.7,85,111,479,7.2,5.1,7
"W01001567 ","Wales ","Monmouthshire 005B ",9,10.9,10.3,84,112,385,4.4,5.1,8
"W01001568 ","Wales ","Monmouthshire 005C ",7,8.8,6.6,89,106,432,3.8,5.1,6.6
"W01001569 ","Wales ","Monmouthshire 003E ",12,16.2,12.1,84,106,446,7.3,4.8,9.1
"W01001570 ","Wales ","Monmouthshire 002D ",23,30.5,25.7,78,91,262,11.1,6.1,14.5
"W01001571 ","Wales ","Monmouthshire 001D ",14,8.6,9.5,88,108,411,4.1,4.1,8.1
"W01001572 ","Wales ","Monmouthshire 011A ",8,9.6,9.1,87,104,405,2.9,4.8,8.6
"W01001573 ","Wales ","Monmouthshire 011B ",5,6.6,5.3,86,108,436,4,5,6.2
"W01001574 ","Wales ","Monmouthshire 011C ",5,7.8,6,81,107,455,4.4,5.8,5.7
"W01001575 ","Wales ","Monmouthshire 005D ",5,15.2,9.1,84,116,507,7.1,5.4,6.9
"W01001576 ","Wales ","Monmouthshire 004D ",11,19.1,15.6,79,107,442,3.4,6.5,8.4
"W01001577 ","Wales ","Monmouthshire 004E ",19,36.1,27.8,81,99,361,8.1,8.5,12.5
"W01001578 ","Wales ","Monmouthshire 009C ",7,9.9,7.9,86,104,401,3.9,5.3,6.3
"W01001579 ","Wales ","Monmouthshire 001E ",10,9.3,9.2,92,114,423,4.7,4.7,7
"W01001580 ","Wales ","Monmouthshire 002E ",13,17.6,13.8,84,106,387,7.5,5.5,7.9
"W01001581 ","Wales ","Monmouthshire 005E ",5,8,7.2,87,107,464,4.9,5.1,8
"W01001582 ","Wales ","Monmouthshire 011D ",8,12.9,10.6,87,105,381,3.3,5.3,7.3
"W01001583 ","Wales ","Monmouthshire 007B ",6,6.3,6.1,86,112,452,5.1,5.1,9.2
"W01001584 ","Wales ","Monmouthshire 008B ",10,26.9,16.4,81,103,368,5,6.5,9.8
"W01001585 ","Wales ","Monmouthshire 007C ",4,5.8,3.9,86,118,440,0.8,4.3,4.6
"W01001586 ","Wales ","Monmouthshire 007D ",5,3.1,4.6,86,114,460,2.4,4.5,5.7
"W01001587 ","Wales ","Monmouthshire 008C ",13,14.8,14,85,109,389,4.5,5.3,10.2
"W01001588 ","Wales ","Monmouthshire 010D ",7,7.9,7.5,78,100,392,6.3,6.6,7.1
"W01001589 ","Wales ","Monmouthshire 010E ",18,29.4,20,78,102,351,6.9,7.5,10
"W01001590 ","Wales ","Monmouthshire 009D ",5,5.8,5.2,87,119,475,9.1,4.8,6.1
"W01001591 ","Wales ","Monmouthshire 011E ",4,5.4,4.6,88,111,450,4.1,5.1,5.6
"W01001592 ","Wales ","Monmouthshire 008D ",17,35.9,28.2,80,96,338,5.2,6.6,12.8
"W01001593 ","Wales ","Monmouthshire 008E ",11,22.4,13.8,74,105,353,2.9,6.4,9.9
"W01001594 ","Wales ","Monmouthshire 007E ",5,10.5,8,88,114,429,1.9,6.2,7.5
"W01001595 ","Wales ","Monmouthshire 007F ",4,7.7,5.5,83,117,471,2.8,5.3,6.8
"W01001596 ","Wales ","Monmouthshire 006E ",3,9.1,7.9,84,115,498,4.2,4.3,5.7
"W01001597 ","Wales ","Monmouthshire 006F ",6,5,6.3,86,118,500,2.3,4.3,6.7
"W01001598 ","Wales ","Monmouthshire 010F ",16,37.6,22.4,76,97,316,6,7.3,9.9
"W01001599 ","Wales ","Monmouthshire 004F ",11,18.9,15.6,81,106,402,5,5.7,8.6
"W01001600 ","Wales ","Newport 012A ",6,8.8,6.6,88,112,458,4.7,4.6,5.4
"W01001601 ","Wales ","Newport 006A ",22,53.2,34.1,83,96,277,6.5,9.3,12
"W01001602 ","Wales ","Newport 012B ",8,4.9,8.5,95,120,420,2.4,4,4.6
"W01001603 ","Wales ","Newport 012C ",16,11.1,15.3,85,108,413,7.1,5.7,6.4
"W01001604 ","Wales ","Newport 012D ",7,8.4,7.2,87,111,437,4.8,5.7,6
"W01001605 ","Wales ","Newport 014A ",20,19.4,20.5,83,103,378,8.2,6.2,8.8
"W01001606 ","Wales ","Newport 008A ",11,11.4,10.7,88,108,373,5.3,5.7,7.5
"W01001607 ","Wales ","Newport 015A ",24,58.2,46,79,89,245,7.3,9.6,16.5
"W01001608 ","Wales ","Newport 008B ",11,16.1,11.1,89,101,362,7,6.1,7.5
"W01001609 ","Wales ","Newport 015B ",28,55.7,43.3,81,93,297,5.9,10.1,15.1
"W01001610 ","Wales ","Newport 015C ",18,46.1,27.1,80,95,302,5.2,8.6,13.2
"W01001611 ","Wales ","Newport 011A ",14,31.1,20.4,85,99,350,6.8,6.3,8.7
"W01001612 ","Wales ","Newport 011B ",16,18.9,18,84,105,389,6,7,7.9
"W01001613 ","Wales ","Newport 011C ",11,19,13.2,88,106,382,6.3,5.6,8.5
"W01001614 ","Wales ","Newport 005A ",26,34.6,29.7,84,96,330,7.5,7.3,9.1
"W01001615 ","Wales ","Newport 005B ",14,28.8,20,85,101,289,5.4,6.5,7.5
"W01001616 ","Wales ","Newport 005C ",12,13.7,12.3,87,108,417,0.9,5.6,6.2
"W01001617 ","Wales ","Newport 003A ",30,56.4,37.9,81,92,266,7.5,8.5,11.8
"W01001618 ","Wales ","Newport 003B ",24,55.5,32.8,83,93,282,7.8,8.7,11.9
"W01001619 ","Wales ","Newport 003C ",26,41.6,34.1,80,91,263,9.1,9.6,13
"W01001620 ","Wales ","Newport 003D ",23,57.7,36.1,83,99,341,6.9,8.4,10.8
"W01001621 ","Wales ","Newport 003E ",23,33.7,29.8,84,94,343,6.4,8.2,11.9
"W01001622 ","Wales ","Newport 003F ",15,26.3,20.3,81,98,335,5.6,7.8,9.4
"W01001623 ","Wales ","Newport 001A ",7,9,8.5,93,116,471,5.6,4.3,6.2
"W01001624 ","Wales ","Newport 001B ",4,4.8,3.9,90,118,488,2.4,5.3,5.8
"W01001625 ","Wales ","Newport 001C ",6,10.6,7,94,119,463,3.3,4.2,5.3
"W01001626 ","Wales ","Newport 001D ",11,22.1,13.1,91,110,406,9.8,5.1,6.6
"W01001627 ","Wales ","Newport 001E ",7,5.3,5.6,89,115,443,4.6,5.2,5.7
"W01001628 ","Wales ","Newport 001F ",9,21.1,14.9,86,113,433,14.6,5.9,8.3
"W01001629 ","Wales ","Newport 017A ",9,17.9,11.3,82,103,415,8.9,7.2,7.4
"W01001630 ","Wales ","Newport 017B ",26,42.4,32.1,84,99,396,8.6,8.1,9.3
"W01001631 ","Wales ","Newport 017C ",9,14.8,11.6,86,109,447,5.2,6.9,7.6
"W01001632 ","Wales ","Newport 017D ",18,44.4,28.4,79,101,415,10.4,7.4,9.6
"W01001633 ","Wales ","Newport 019A ",22,50,37.6,83,96,336,7.4,9.4,12.8
"W01001634 ","Wales ","Newport 019B ",15,40.1,25.1,81,95,371,4.2,8,12
"W01001635 ","Wales ","Newport 016A ",7,6.7,7.5,93,118,460,2.9,4.2,5.3
"W01001636 ","Wales ","Newport 020A ",4,5.6,4.8,90,115,445,5.2,5.1,5.7
"W01001637 ","Wales ","Newport 016B ",8,16.2,12.3,85,112,473,2.5,5.7,5.5
"W01001638 ","Wales ","Newport 016C ",5,4.9,4.4,90,116,453,1.1,4,5.2
"W01001639 ","Wales ","Newport 004A ",4,3.4,4.3,93,114,464,3.3,5.2,6.4
"W01001640 ","Wales ","Newport 004B ",6,7.6,6,89,115,442,4,4.6,5.3
"W01001641 ","Wales ","Newport 004C ",9,7.3,7.6,92,112,429,4.2,4.5,5.4
"W01001642 ","Wales ","Newport 013A ",21,40.4,29.2,83,101,334,9.6,7.7,9.6
"W01001643 ","Wales ","Newport 013B ",21,53.9,38.4,80,96,344,6.9,8.9,10.9
"W01001644 ","Wales ","Newport 013C ",17,34.1,24.1,84,100,331,5.6,7.5,10.7
"W01001645 ","Wales ","Newport 015D ",14,33.5,22.9,85,98,371,5.4,8.7,9.2
"W01001646 ","Wales ","Newport 015E ",28,55.6,38.6,82,93,333,10.2,9.6,11.9
"W01001647 ","Wales ","Newport 015F ",9,13.4,8.2,88,107,471,5,6.2,6.2
"W01001648 ","Wales ","Newport 015G ",13,29.1,17.4,87,104,405,10.5,7.8,8
"W01001649 ","Wales ","Newport 004D ",13,21.2,14.6,88,102,426,4,6.6,8.8
"W01001650 ","Wales ","Newport 004E ",17,30.8,23.2,82,97,337,7.7,7,11.4
"W01001651 ","Wales ","Newport 002A ",6,8.2,5.8,88,108,440,3.3,4.9,6.8
"W01001652 ","Wales ","Newport 002B ",27,51.3,40.4,80,92,260,11,9.3,15.7
"W01001653 ","Wales ","Newport 002C ",8,11.5,7.2,85,103,434,1.7,5.5,7.4
"W01001654 ","Wales ","Newport 002D ",8,16,10,83,102,414,4.4,6.4,7.8
"W01001655 ","Wales ","Newport 002E ",8,12.8,9.4,87,102,427,5.5,5.5,6.8
"W01001656 ","Wales ","Newport 020B ",7,15.1,9.1,86,108,424,6,6,6.6
"W01001657 ","Wales ","Newport 020C ",3,3.5,3.9,91,112,459,4.1,5.2,6.5
"W01001658 ","Wales ","Newport 020D ",7,9.3,9.1,86,112,415,1.8,6.5,7.1
"W01001659 ","Wales ","Newport 018A ",31,54,47,76,94,351,9.4,10.6,13.7
"W01001660 ","Wales ","Newport 018B ",18,41.1,31,81,99,353,5.2,9.5,10.8
"W01001661 ","Wales ","Newport 018C ",32,72.4,53.1,76,89,337,9,11.2,13.9
"W01001662 ","Wales ","Newport 018D ",33,47.7,46.4,78,88,285,15.1,9,13.5
"W01001663 ","Wales ","Newport 008C ",17,36.8,27,86,94,349,8.8,7.4,12.8
"W01001664 ","Wales ","Newport 010A ",25,44.5,34.8,83,91,280,5.2,8.4,14.1
"W01001665 ","Wales ","Newport 008D ",14,33,22.8,85,104,364,8.9,7.5,10
"W01001666 ","Wales ","Newport 010B ",23,46.3,34,81,91,320,7.1,9.1,13.4
"W01001667 ","Wales ","Newport 010C ",28,54.8,41.2,81,95,280,9.3,8.2,15.2
"W01001668 ","Wales ","Newport 010D ",26,47.9,32.8,78,98,319,8.4,9.7,14.1
"W01001669 ","Wales ","Newport 009A ",4,"*",3,96,117,512,2.4,4.3,4.6
"W01001670 ","Wales ","Newport 009B ",5,9.1,6.6,92,110,446,3,4.8,5.7
"W01001671 ","Wales ","Newport 016D ",18,26.3,22.1,89,102,360,6.6,6.5,9.8
"W01001672 ","Wales ","Newport 009C ",11,17,14.5,90,108,413,5.9,5.7,7.1
"W01001673 ","Wales ","Newport 009D ",6,5.1,5,91,114,472,12.4,4.8,4.9
"W01001674 ","Wales ","Newport 009E ",15,22.4,18,88,107,394,5.4,6.9,10.2
"W01001675 ","Wales ","Newport 007A ",12,19.2,15.9,88,108,389,8.7,6.9,7.4
"W01001676 ","Wales ","Newport 007B ",18,42.7,27.3,80,98,323,4.3,8.1,9.4
"W01001677 ","Wales ","Newport 007C ",9,16.5,11.1,87,104,341,3.7,6,7.5
"W01001678 ","Wales ","Newport 005D ",19,31,23.4,86,100,352,8.5,7.3,9.2
"W01001679 ","Wales ","Newport 007D ",9,11.4,10.8,86,107,427,4.4,6.1,5.6
"W01001680 ","Wales ","Newport 007E ",11,23.7,15.6,88,109,403,3.9,6.3,7
"W01001681 ","Wales ","Newport 006B ",23,31.2,30.6,83,95,315,7,6.3,9.8
"W01001682 ","Wales ","Newport 006C ",15,31.8,25.5,81,97,318,5.9,6.6,11.4
"W01001683 ","Wales ","Newport 006D ",11,20.2,14.4,87,103,431,4.3,6,7.2
"W01001684 ","Wales ","Newport 006E ",11,20.8,13.3,87,103,366,3.6,6.5,9.3
"W01001685 ","Wales ","Newport 014B ",19,32.3,26.4,81,100,332,8.9,8.2,10.1
"W01001686 ","Wales ","Newport 014C ",13,16.2,15.5,84,108,396,5.8,5.7,8.4
"W01001687 ","Wales ","Newport 014D ",27,36.1,30.8,82,102,335,11.7,8.4,10
"W01001688 ","Wales ","Newport 019C ",14,38.5,25.4,81,95,344,5.4,8.6,10.8
"W01001689 ","Wales ","Newport 019D ",30,59.5,47.4,79,92,329,8.3,10.5,13.1
"W01001690 ","Wales ","Newport 013D ",15,44.2,25.8,84,101,358,8.5,9.4,10.4
"W01001691 ","Wales ","Newport 011D ",20,32.5,25.8,83,104,386,10,7.7,8.6
"W01001692 ","Wales ","Newport 011E ",18,42.4,30.3,83,100,349,8.8,8.5,10.3
"W01001693 ","Wales ","Newport 013E ",26,33.1,32.3,82,103,400,12.8,10,9.8
"W01001694 ","Wales ","Cardiff 036A ",22,65.9,39.7,76,99,338,5.8,8.8,13.7
"W01001695 ","Wales ","Cardiff 036B ",11,69.4,21.8,79,91,347,7.7,9,12.9
"W01001696 ","Wales ","Cardiff 036C ",24,57.1,38.1,77,88,257,9,9.5,15.1
"W01001697 ","Wales ","Cardiff 036D ",19,54.5,30.9,76,102,368,6.7,8.7,11.2
"W01001698 ","Wales ","Cardiff 036E ",24,49.1,37.5,71,98,354,7.8,8.8,11
"W01001699 ","Wales ","Cardiff 049A ",29,67.8,52.6,74,92,345,7.2,8.3,10
"W01001700 ","Wales ","Cardiff 047B ",26,57.4,36.8,76,91,291,7.5,9.3,11.3
"W01001701 ","Wales ","Cardiff 047C ",6,42.1,10.2,77,92,247,5,8.6,8.7
"W01001702 ","Wales ","Cardiff 045A ",16,37.2,24.4,80,98,314,3.4,7.4,10.3
"W01001703 ","Wales ","Cardiff 045B ",24,49.1,36.6,80,97,309,9.7,10.2,12.9
"W01001704 ","Wales ","Cardiff 041A ",27,60,46.7,78,95,251,7,8.5,14.3
"W01001705 ","Wales ","Cardiff 045C ",18,62.3,36.3,83,92,312,5.2,8.4,11.3
"W01001706 ","Wales ","Cardiff 041B ",16,27.5,19.2,87,103,356,7.4,6.1,8.2
"W01001707 ","Wales ","Cardiff 041C ",22,42.7,31.9,80,93,315,5.4,8.5,11.8
"W01001708 ","Wales ","Cardiff 045D ",28,45.9,35.9,81,99,316,9.9,7.8,11.8
"W01001709 ","Wales ","Cardiff 040A ",14,26.5,18.1,83,104,399,9.7,7.5,9.6
"W01001710 ","Wales ","Cardiff 040B ",12,27,16.7,76,98,427,6.5,6.9,10.2
"W01001711 ","Wales ","Cardiff 040C ",18,33.5,25.1,79,92,343,4.2,8,10.9
"W01001712 ","Wales ","Cardiff 040D ",12,22,15.8,83,102,368,2,5.9,9.6
"W01001713 ","Wales ","Cardiff 040E ",12,24.9,17.9,83,103,407,4,6.3,8.6
"W01001714 ","Wales ","Cardiff 035A ",6,6.5,7.2,84,109,497,5.4,4.1,6.6
"W01001715 ","Wales ","Cardiff 035B ",9,12.3,12.1,84,107,473,1.6,5.4,7.4
"W01001716 ","Wales ","Cardiff 035C ",10,12.9,11.6,90,105,473,4.2,5.8,6.5
"W01001717 ","Wales ","Cardiff 035D ",12,23.7,19.2,83,99,387,6.9,7.4,9.6
"W01001718 ","Wales ","Cardiff 028A ",6,49.2,12.5,75,101,428,4.3,12,9.7
"W01001719 ","Wales ","Cardiff 028B ",3,14.1,5.1,76,106,507,5.3,5.2,6.1
"W01001720 ","Wales ","Cardiff 028C ",5,19.9,7.3,83,101,355,6.7,9.1,13.2
"W01001721 ","Wales ","Cardiff 032A ",3,9.5,5.4,87,120,333,5.6,10.1,10.7
"W01001722 ","Wales ","Cardiff 028D ",3,25.5,6.7,78,97,487,11.9,9.1,7
"W01001723 ","Wales ","Cardiff 032B ",4,16.2,5.7,85,93,157,7.7,12.4,21.1
"W01001724 ","Wales ","Cardiff 032C ",3,26.9,5.8,71,87,367,11.7,8.1,8.7
"W01001725 ","Wales ","Cardiff 032D ",3,31.6,5.1,70,95,340,3.2,12.7,6.3
"W01001726 ","Wales ","Cardiff 028E ",5,18.5,9.8,80,97,345,2.7,8.1,11.5
"W01001727 ","Wales ","Cardiff 014A ",7,5.2,5.5,88,116,472,5.8,4.2,5.8
"W01001728 ","Wales ","Cardiff 014B ",4,3.2,3.3,88,118,469,2.4,4.4,6.3
"W01001729 ","Wales ","Cardiff 014C ",6,6.6,6.2,86,111,454,4.6,5.7,6.8
"W01001730 ","Wales ","Cardiff 008A ",3,1.8,2.6,90,121,562,5.4,4,5.1
"W01001731 ","Wales ","Cardiff 008B ",6,6.8,5.8,88,118,494,4.2,4.1,5.6
"W01001732 ","Wales ","Cardiff 019A ",5,3.2,4.3,87,113,465,4.2,4.9,5.6
"W01001733 ","Wales ","Cardiff 019B ",6,11.9,7.4,91,114,530,3.5,6.1,5.7
"W01001734 ","Wales ","Cardiff 019C ",5,12.3,7,86,117,499,1.7,4.9,5.2
"W01001735 ","Wales ","Cardiff 019D ",5,8.4,5.7,90,119,558,2.3,4.7,5
"W01001736 ","Wales ","Cardiff 008C ",5,3.3,4.2,92,115,472,1.3,3.9,6.1
"W01001737 ","Wales ","Cardiff 039A ",29,63.6,46.3,79,93,319,7.6,9.2,13.7
"W01001738 ","Wales ","Cardiff 039B ",29,62.6,51.8,75,91,243,13,9.8,15
"W01001739 ","Wales ","Cardiff 039C ",28,71.8,49.5,76,91,232,7.7,9.9,14.7
"W01001740 ","Wales ","Cardiff 039D ",29,59.2,44,80,92,305,8.3,9.2,13.5
"W01001741 ","Wales ","Cardiff 039E ",29,70.7,55.4,77,92,272,7.5,9.7,13.1
"W01001742 ","Wales ","Cardiff 043A ",23,62.8,45,77,94,270,8.6,10,14
"W01001743 ","Wales ","Cardiff 043B ",9,12.6,9.4,83,105,456,5.2,5.8,7.4
"W01001744 ","Wales ","Cardiff 043C ",26,65,43.5,83,97,318,9.8,8.1,10.5
"W01001745 ","Wales ","Cardiff 043D ",6,14.2,8.8,84,104,419,3.3,5.6,7.4
"W01001746 ","Wales ","Cardiff 041D ",27,55.8,38.4,79,95,258,6.8,7.9,13.5
"W01001747 ","Wales ","Cardiff 027A ",10,17.8,13.7,88,107,416,9.5,5.9,11.3
"W01001748 ","Wales ","Cardiff 027B ",16,42.6,28,81,100,391,9.4,6.4,12.1
"W01001749 ","Wales ","Cardiff 027C ",18,33.5,26,83,100,382,6,8.2,11.5
"W01001750 ","Wales ","Cardiff 031A ",27,40.1,36.3,82,98,391,6.9,8,12.1
"W01001751 ","Wales ","Cardiff 027D ",30,54.6,38.6,80,96,344,9.3,8.9,12
"W01001752 ","Wales ","Cardiff 031B ",9,11.4,9.9,86,104,401,4.4,5.5,8.1
"W01001753 ","Wales ","Cardiff 031C ",23,47.3,33.4,82,95,312,4.4,7.9,12.3
"W01001754 ","Wales ","Cardiff 031D ",12,14.3,13.9,88,104,393,6.4,6,6.5
"W01001755 ","Wales ","Cardiff 025A ",5,9.6,6.2,84,115,475,2.9,5.7,6.2
"W01001756 ","Wales ","Cardiff 025B ",5,19.1,8.9,79,99,346,5.3,9.2,12.9
"W01001757 ","Wales ","Cardiff 025C ",7,13.9,10,80,106,399,7.4,6.1,8.5
"W01001758 ","Wales ","Cardiff 025D ",4,14.7,6.7,75,104,417,3.6,6.2,7.8
"W01001759 ","Wales ","Cardiff 046A ",12,35.6,17.2,80,96,419,3.1,6.8,9.9
"W01001760 ","Wales ","Cardiff 046B ",15,39.7,27.7,79,98,339,6.6,7.2,9.5
"W01001761 ","Wales ","Cardiff 046C ",22,49.8,36.9,79,96,384,7.3,7.6,11.9
"W01001762 ","Wales ","Cardiff 046D ",24,50.5,39.6,80,93,332,6.6,7.6,10.8
"W01001763 ","Wales ","Cardiff 047D ",12,50.3,20.6,80,93,295,5.6,8.8,13.6
"W01001764 ","Wales ","Cardiff 044A ",15,37,28.8,75,94,310,8,9.2,9.3
"W01001765 ","Wales ","Cardiff 044B ",15,28.3,25.3,81,89,312,10.1,9,9.3
"W01001766 ","Wales ","Cardiff 044C ",16,41.8,32.4,78,90,341,5,9.4,10.4
"W01001767 ","Wales ","Cardiff 044D ",15,46.2,29.4,75,91,340,6.8,10,11.4
"W01001768 ","Wales ","Cardiff 044E ",16,46.2,33.7,78,95,376,5.9,8,10.2
"W01001769 ","Wales ","Cardiff 018A ",5,3.9,3.8,89,115,467,3.5,4.4,5
"W01001770 ","Wales ","Cardiff 018B ",8,5.7,8.9,81,98,460,4.5,4.2,5.8
"W01001771 ","Wales ","Cardiff 018C ",6,3.5,4.5,87,111,475,4.9,4.7,6.6
"W01001772 ","Wales ","Cardiff 021A ",9,12.7,8,87,106,421,5.2,4.4,7.2
"W01001773 ","Wales ","Cardiff 012A ",7,20.2,11.1,82,104,360,4.7,6.2,8.6
"W01001774 ","Wales ","Cardiff 018D ",3,4.2,4.3,89,115,469,2.9,4.4,5.1
"W01001775 ","Wales ","Cardiff 021B ",9,16.6,11.4,88,105,360,2.4,5.8,9.6
"W01001776 ","Wales ","Cardiff 021C ",7,8.9,6.8,87,109,430,7.3,4.7,6.5
"W01001777 ","Wales ","Cardiff 001A ",5,7.7,4.3,92,110,507,4.3,5.5,5.8
"W01001778 ","Wales ","Cardiff 001B ",3,4.7,2.8,92,116,484,3.4,3.7,4.7
"W01001779 ","Wales ","Cardiff 026A ",6,3.1,5,91,115,518,5.3,3.9,4.8
"W01001780 ","Wales ","Cardiff 026B ",5,12.6,6.6,85,109,465,3.3,5.3,8.2
"W01001781 ","Wales ","Cardiff 026C ",11,10,10.4,89,113,527,4.8,4.4,4.8
"W01001782 ","Wales ","Cardiff 026D ",6,5.4,5.4,89,108,467,5,4.2,5.8
"W01001783 ","Wales ","Cardiff 026E ",4,5.6,5.3,91,109,452,2.7,4.3,6.4
"W01001784 ","Wales ","Cardiff 026F ",6,5,5.7,85,109,462,2,5.7,6.7
"W01001785 ","Wales ","Cardiff 023A ",20,47.8,34.2,79,94,320,7.9,9,13.6
"W01001786 ","Wales ","Cardiff 023B ",11,31,19.7,80,98,290,5.8,6.7,11.5
"W01001787 ","Wales ","Cardiff 023C ",18,34.2,24.4,77,97,346,6.5,8.9,11.7
"W01001788 ","Wales ","Cardiff 023D ",21,40.7,30.9,76,88,318,5.4,8,15.9
"W01001789 ","Wales ","Cardiff 023E ",10,18.5,13.2,85,105,369,3.5,5.1,9.8
"W01001790 ","Wales ","Cardiff 023F ",14,39.3,24.1,79,96,315,4.6,7.9,13.5
"W01001791 ","Wales ","Cardiff 005A ",9,20.3,12.9,85,114,489,3.7,5.4,7
"W01001792 ","Wales ","Cardiff 005B ",20,45.7,30.9,84,102,343,12.3,6.4,11.1
"W01001793 ","Wales ","Cardiff 002A ",5,6.5,5.8,84,113,480,4.1,5,6.7
"W01001794 ","Wales ","Cardiff 001C ",5,9.9,6.2,89,111,466,5.6,4.9,5.8
"W01001795 ","Wales ","Cardiff 002B ",5,6,5.4,85,108,455,1.9,4.9,5.5
"W01001796 ","Wales ","Cardiff 002C ",8,10.8,9.5,84,111,447,3.4,5.1,6.3
"W01001797 ","Wales ","Cardiff 005C ",8,16.2,10.5,84,110,425,4.4,5.1,7.7
"W01001798 ","Wales ","Cardiff 002D ",6,5.4,6.3,88,109,500,5.4,4.7,5.6
"W01001799 ","Wales ","Cardiff 001D ",5,3.9,5.4,91,118,555,9.7,4.5,5.5
"W01001800 ","Wales ","Cardiff 005D ",15,27.8,23.4,84,100,353,4.5,5.8,8.6
"W01001801 ","Wales ","Cardiff 005E ",10,23.5,16.9,83,104,381,4.2,6.7,11.3
"W01001802 ","Wales ","Cardiff 007A ",16,22.5,20.9,82,99,377,8.7,7.5,8.5
"W01001803 ","Wales ","Cardiff 015A ",20,36.3,30,82,97,312,3.9,8.9,10.2
"W01001804 ","Wales ","Cardiff 015B ",16,38.5,26.6,82,95,297,5.7,7.6,11
"W01001805 ","Wales ","Cardiff 015C ",22,47.4,31.8,76,98,348,8.3,8.6,9.1
"W01001806 ","Wales ","Cardiff 015D ",13,19.4,14.7,83,102,349,5.4,6.6,8.4
"W01001807 ","Wales ","Cardiff 007B ",24,54.3,39.5,77,92,255,7.5,9.4,12.3
"W01001808 ","Wales ","Cardiff 007C ",23,60.5,42.8,80,91,239,7,8.9,13.7
"W01001809 ","Wales ","Cardiff 017A ",12,21.6,15.4,86,100,378,7.6,6.3,8.1
"W01001810 ","Wales ","Cardiff 017B ",21,49.4,36.3,80,96,307,9.4,9.3,11.5
"W01001811 ","Wales ","Cardiff 009A ",24,80.6,52.9,75,87,206,6.7,9.6,14.4
"W01001812 ","Wales ","Cardiff 017C ",12,31.8,21.2,83,98,317,5.6,7.7,8.6
"W01001813 ","Wales ","Cardiff 017D ",28,49.2,37.8,83,94,285,6.5,8.7,10.1
"W01001814 ","Wales ","Cardiff 017E ",13,21.7,14.4,86,102,376,5.7,5.9,6.6
"W01001815 ","Wales ","Cardiff 008D ",10,25.1,14.8,84,100,333,5.9,6.3,9.1
"W01001816 ","Wales ","Cardiff 009B ",20,54.6,33.4,81,95,283,6.9,8.5,11.6
"W01001817 ","Wales ","Cardiff 009C ",12,30.6,16.9,78,99,363,4.7,7.3,9.5
"W01001818 ","Wales ","Cardiff 009D ",12,34,20.4,83,102,365,9.1,7.4,9.2
"W01001819 ","Wales ","Cardiff 014D ",6,10.6,7.3,86,112,484,3.8,4.9,6.3
"W01001820 ","Wales ","Cardiff 006A ",9,8.8,8.9,90,115,471,5.2,4.5,6.4
"W01001821 ","Wales ","Cardiff 024A ",3,5.6,6.7,88,111,515,5.5,5.4,5.7
"W01001822 ","Wales ","Cardiff 029A ",9,20.6,13.3,87,112,450,3.6,5.3,7.5
"W01001823 ","Wales ","Cardiff 029B ",5,10.4,8.6,91,109,462,2.8,5.1,6.8
"W01001824 ","Wales ","Cardiff 029C ",10,16.4,12.7,86,111,471,6.8,4.8,8.5
"W01001825 ","Wales ","Cardiff 029D ",14,14.4,16.2,82,109,411,4.4,5.5,7.4
"W01001826 ","Wales ","Cardiff 024B ",6,10.8,6.7,87,111,425,10.9,4.8,6
"W01001827 ","Wales ","Cardiff 024C ",5,9.6,6.4,86,120,515,5.2,5.7,5.7
"W01001828 ","Wales ","Cardiff 024D ",7,8.1,6.1,90,107,447,0.9,4.6,6.6
"W01001829 ","Wales ","Cardiff 033A ",7,43.8,14.1,86,105,426,6.8,8.3,9.5
"W01001830 ","Wales ","Cardiff 033B ",18,30.6,19.3,81,102,397,5.9,8.5,8.7
